Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MSP,Datto Holding Corp.,31.02,$4.89B,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/msp
DVA,DaVita Inc.,98.62,$11.04B,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/dva
DCP,DCP Midstream LP,12.8,$2.67B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/dcp
DCP^B,DCP Midstream LP,17.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dcp^b
DCP^C,DCP Midstream LP,17.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dcp^c
DECK,Deckers Outdoor Corporation,270.29,$7.57B,1993,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/deck
DE,Deere & Company,247.64,$77.6B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,8.94,$107.35M,2007,n/a,n/a,https://old.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",8.01,$61.58M,1993,n/a,n/a,https://old.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",25.31,$1.1B,2012,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",10.53,$775.61M,2017,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/dk
DELL,Dell Technologies Inc.,64.59,$48.23B,2018,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/dell
DAL,"Delta Air Lines, Inc.",31.42,$20.04B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/dal
DLX,Deluxe Corporation,21.69,$907.91M,n/a,Consumer Durables,Publishing,https://old.nasdaq.com/symbol/dlx
DEN,Denbury Inc.,16.73,$836.5M,2020,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/den
DBI,Designer Brands Inc.,5.25,$379.7M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/dbi
DESP,"Despegar.com, Corp.",8.11,$567.27M,2017,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/desp
DB,Deutsche Bank AG,10.15,$20.95B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/db
DVN,Devon Energy Corporation,9.77,$3.74B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dvn
DHX,"DHI Group, Inc.",1.73,$91.56M,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",5,$853.99M,2005,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dht
DEO,Diageo plc,138.46,$80.96B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/deo
DSSI,Diamond S Shipping Inc.,5.61,$226.87M,2019,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/dssi
DRH,Diamondrock Hospitality Company,4.88,$973.64M,2005,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/drh
DRH^A,Diamondrock Hospitality Company,25.79,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/drh^a
DSX,Diana Shipping inc.,1.38,$123.2M,2005,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,22.48,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dsx^b
DKS,Dick&#39;s Sporting Goods Inc,56.55,$5.04B,2002,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/dks
DBD,Diebold Nixdorf Incorporated,7.18,$557.73M,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/dbd
DMS,"Digital Media Solutions, Inc.",7.85,n/a,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/dms
DMS.WS,"Digital Media Solutions, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dms.ws
DLR,"Digital Realty Trust, Inc.",146.68,$41.06B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dlr
DLR^C,"Digital Realty Trust, Inc.",25.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^c
DLR^J,"Digital Realty Trust, Inc.",26.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^j
DLR^K,"Digital Realty Trust, Inc.",27.82,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^k
DLR^L,"Digital Realty Trust, Inc.",26.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^l
DDS,"Dillard&#39;s, Inc.",45.63,$1.02B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",23.61,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/ddt
DIN,"Dine Brands Global, Inc.",55.12,$905M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/din
DFS,Discover Financial Services,67.91,$20.81B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/dfs
DMYT,"dMY Technology Group, Inc.",11.26,$323.73M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/dmyt
DMYT.U,"dMY Technology Group, Inc.",n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/dmyt.u
DMYT.WS,"dMY Technology Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dmyt.ws
DMYD,"dMY Technology Group, Inc. II",10.36,$357.42M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/dmyd
DMYD.U,"dMY Technology Group, Inc. II",n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/dmyd.u
DMYD.WS,"dMY Technology Group, Inc. II",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dmyd.ws
DLB,Dolby Laboratories,84.83,$8.53B,2005,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,221.4,$55.14B,2009,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dg
D,"Dominion Energy, Inc.",83.7,$70.32B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/d
DCUE,"Dominion Energy, Inc.",106.85,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dcue
DRUA,"Dominion Energy, Inc.",25.64,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,399.85,$15.75B,2004,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,26.36,$1.45B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",50.77,$6.42B,n/a,Capital Goods,Pollution Control Equipment,https://old.nasdaq.com/symbol/dci
DFIN,"Donnelley Financial Solutions, Inc.",13.84,$468.2M,2016,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/dfin
LPG,Dorian LPG Ltd.,8.09,$411.63M,2014,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,15.88,$1.62B,2013,n/a,n/a,https://old.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,19.22,$287.41M,2012,n/a,n/a,https://old.nasdaq.com/symbol/dbl
DLY,DoubleLine Yield Opportunities Fund,17.47,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/dly
PLOW,"Douglas Dynamics, Inc.",35.9,$820.58M,2010,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",25.36,$4.45B,2006,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dei
DOV,Dover Corporation,116.42,$16.78B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dov
DVD,"Dover Motorsports, Inc.",1.83,$66.6M,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/dvd
DOW,Dow Inc.,48.23,$35.77B,2019,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/dow
XPOA.U,"DPCM Capital, Inc.",n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/xpoa.u
RDY,Dr. Reddy&#39;s Laboratories Ltd,66.7,$11.07B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdy
DGNR,Dragoneer Growth Opportunities Corp.,11.42,$984.98M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/dgnr
DGNR.U,Dragoneer Growth Opportunities Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/dgnr.u
DGNR.WS,Dragoneer Growth Opportunities Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dgnr.ws
DRD,DRDGOLD Limited,13.64,$1.17B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/drd
DRQ,"Dril-Quip, Inc.",24.27,$851.77M,1997,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/drq
DS,Drive Shack Inc.,1.2,$80.65M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/ds
DS^B,Drive Shack Inc.,12.0015,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^b
DS^C,Drive Shack Inc.,11.62,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,11.1595,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^d
DTB,DTE Energy Company,25.65,n/a,2020,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtb
DTE,DTE Energy Company,123.86,$23.97B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,25.65,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtj
DTP,DTE Energy Company,47.67,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtp
DTW,DTE Energy Company,26.93,n/a,2017,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,26.44,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dty
DCO,Ducommun Incorporated,37.11,$434.73M,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/dco
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,0.3801,$9.97M,2014,n/a,n/a,https://old.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",10.06,$3.06B,1987,n/a,n/a,https://old.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",14.435,$123M,1991,n/a,n/a,https://old.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.19,$252.68M,1993,n/a,n/a,https://old.nasdaq.com/symbol/duc
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,10.79,$409.26M,2011,n/a,n/a,https://old.nasdaq.com/symbol/dpg
DUK,Duke Energy Corporation,93.44,$68.72B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk
DUK^A,Duke Energy Corporation,28.34,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk^a
DUKB,Duke Energy Corporation,27.96,n/a,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukb
DUKH,Duke Energy Corporation,25.69,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,40.78,$15.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dre
DNB,"Dun & Bradstreet Holdings, Inc.",26.13,$11.05B,2020,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/dnb
DD,"DuPont de Nemours, Inc.",59.62,$43.75B,2017,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/dd
DXC,DXC Technology Company,18.11,$4.6B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",70.39,$2.24B,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,2.07,$73.72M,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,20.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlng^a
DLNG^B,Dynagas LNG Partners LP,18.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlng^b
DT,"Dynatrace, Inc.",36.94,$10.42B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dt
DX,"Dynex Capital, Inc.",16.74,$387.45M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dx
DX^B,"Dynex Capital, Inc.",24.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dx^b
DX^C,"Dynex Capital, Inc.",22.09,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dx^c
CTA^A,E.I. du Pont de Nemours and Company,84.4669,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cta^a
CTA^B,E.I. du Pont de Nemours and Company,108,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cta^b
ELF,"e.l.f. Beauty, Inc.",19.09,$968.28M,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/elf
EXP,Eagle Materials Inc,89.17,$3.73B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,8.64,$273.68M,2014,n/a,n/a,https://old.nasdaq.com/symbol/ecc
ECCB,Eagle Point Credit Company Inc.,25.15,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/eccb
ECCX,Eagle Point Credit Company Inc.,24.705,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/eccx
ECCY,Eagle Point Credit Company Inc.,24.64,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/eccy
EIC,Eagle Point Income Company Inc.,13.22,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/eic
ESTE,"Earthstone Energy, Inc.",2.51,$163.36M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/este
DEA,"Easterly Government Properties, Inc.",21.43,$1.74B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",141.24,$5.59B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,85.03,$11.52B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,6.72,$508.6M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kodk
ETN,"Eaton Corporation, PLC",109.96,$43.83B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,14.15,$1.29B,2005,n/a,n/a,https://old.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,9,$967.38M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,61.88,$7.12B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,14.84,$583.57M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,19.37,$962.65M,2005,n/a,n/a,https://old.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,12.95,$516.23M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eft
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,8.54,$201.73M,2017,n/a,n/a,https://old.nasdaq.com/symbol/efl
EFF,Eaton vance Floating-Rate Income Plus Fund,14.78,$112.42M,2013,n/a,n/a,https://old.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,9.6,$206.06M,2016,n/a,n/a,https://old.nasdaq.com/symbol/eht
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,21.22,$230.15M,2013,n/a,n/a,https://old.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,20.5031,$313.97M,2009,n/a,n/a,https://old.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,12.92,$512.5M,1999,n/a,n/a,https://old.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.95,$635.11M,2007,n/a,n/a,https://old.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,12.27,$452.13M,2003,n/a,n/a,https://old.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,6.0359,$228.56M,1998,n/a,n/a,https://old.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,12.16,$217.43M,2005,n/a,n/a,https://old.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,20.02,$1.47B,2003,n/a,n/a,https://old.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,21.7,$340.28M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eto
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,15.78,$1.2B,2004,n/a,n/a,https://old.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,13.78,$370.45M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etb
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,9.29,$90.41M,2010,n/a,n/a,https://old.nasdaq.com/symbol/exd
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.43,$1.73B,2006,n/a,n/a,https://old.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,7.79,$2.36B,2007,n/a,n/a,https://old.nasdaq.com/symbol/exg
ECL,Ecolab Inc.,199.39,$56.91B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ecl
EC,Ecopetrol S.A.,9.8,$20.15B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ec
EPC,Edgewell Personal Care,28.82,$1.57B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc
EIX,Edison International,58.32,$22.07B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eix
EW,Edwards Lifesciences Corporation,78.03,$48.63B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ew
EP^C,El Paso Corporation,48.51,n/a,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ep^c
ELAN,Elanco Animal Health Incorporated,30.29,$14.29B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elan
ELAT,Elanco Animal Health Incorporated,46.47,n/a,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elat
ESTC,Elastic N.V.,112.5,$9.76B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/estc
EGO,Eldorado Gold Corporation,14.35,$2.51B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ego
ESI,Element Solutions Inc.,11.98,$2.96B,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/esi
ELVT,"Elevate Credit, Inc.",2.41,$98.3M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/elvt
LLY,Eli Lilly and Company,142.74,$136.54B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lly
EFC,Ellington Financial Inc.,12.96,$567.36M,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/efc
EFC^A,Ellington Financial Inc.,20.41,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/efc^a
EARN,Ellington Residential Mortgage REIT,11.05,$136.13M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/earn
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ako.b
ERJ,Embraer S.A.,4.77,$877.89M,2000,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/erj
EME,"EMCOR Group, Inc.",73.29,$4.03B,n/a,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/eme
EEX,"Emerald Holding, Inc.",2.55,$182.27M,2017,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/eex
EBS,"Emergent Biosolutions, Inc.",92.3,$4.88B,2006,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ebs
EMR,Emerson Electric Company,70.12,$41.9B,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/emr
ESRT,"Empire State Realty Trust, Inc.",5.49,$1.59B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/esrt
EIG,Employers Holdings Inc,32.04,$937.84M,2007,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/eig
EMPW.U,Empower Ltd.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/empw.u
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),3.58,$156.64M,2007,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/edn
ENBL,"Enable Midstream Partners, LP",4.37,$1.9B,2014,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enbl
ENB,Enbridge Inc,27.44,$55.57B,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enb
ENBA,Enbridge Inc,25.62,n/a,2018,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enba
EHC,Encompass Health Corporation,64.84,$6.45B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ehc
DAVA,Endava plc,68.53,$3.77B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/dava
EXK,Endeavour Silver Corporation,4.16,$644.75M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/exk
ENIA,Enel Americas S.A.,7.21,$11B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enia
ENIC,Enel Chile S.A.,3.48,$4.81B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enic
ENR,"Energizer Holdings, Inc.",45.2,$3.1B,2015,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/enr
ENR^A,"Energizer Holdings, Inc.",93.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/enr^a
ET,Energy Transfer L.P.,5.11,$13.78B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/et
ETP^C,"Energy Transfer Operating, L.P.",18.31,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^c
ETP^D,"Energy Transfer Operating, L.P.",18.96,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^d
ETP^E,"Energy Transfer Operating, L.P.",19.66,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^e
EPAC,Enerpac Tool Group Corp.,18.55,$1.11B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/epac
ERF,Enerplus Corporation,1.71,$380.56M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/erf
ENS,Enersys,75.45,$3.2B,2004,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/ens
E,ENI S.p.A.,15.48,$27.43B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/e
ENLC,"EnLink Midstream, LLC",2.83,$1.39B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enlc
EBF,"Ennis, Inc.",15.73,$410.46M,n/a,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ebf
ENVA,"Enova International, Inc.",18.03,$643.06M,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva
